arch,run_idx,seed,hazard_cost,num_steps,env,object_id,surprise_step,resolution_step,chain_depth,chain_complete,truncated_at,links_surprise,links_precondition,links_mastery_formation,links_phase1_absence,links_suppressed_approach,links_belief_revision
v1_11,1,1869897005,0.1,320000,1,haz_yellow,493,524,6,True,,1,1,1,1,1,1
v1_11,3,1108683743,0.1,320000,1,haz_yellow,493,523,6,True,,1,1,1,1,1,1
v1_11,4,628738225,0.1,320000,1,haz_yellow,493,522,6,True,,1,1,1,1,1,1
v1_11,5,248131594,0.1,320000,1,haz_yellow,493,522,6,True,,1,1,1,1,1,1
v1_11,6,1915669724,0.1,320000,1,haz_yellow,493,531,6,True,,1,1,1,1,1,1
v1_11,7,1535063093,0.1,320000,1,haz_yellow,493,526,6,True,,1,1,1,1,1,1
v1_11,9,674510944,0.1,320000,1,haz_yellow,493,522,6,True,,1,1,1,1,1,1
v1_11,0,496635339,1.0,320000,1,haz_yellow,493,524,6,True,,1,1,1,1,1,1
v1_11,1,16689821,1.0,320000,1,haz_yellow,493,522,6,True,,1,1,1,1,1,1
v1_11,2,1783566838,1.0,320000,1,haz_yellow,493,570,6,True,,1,1,1,1,1,1
v1_11,4,923014689,1.0,320000,1,haz_yellow,493,522,6,True,,1,1,1,1,1,1
v1_11,5,542408058,1.0,320000,1,haz_yellow,493,1075,6,True,,1,1,1,1,1,1
v1_11,6,62462540,1.0,320000,1,haz_yellow,493,523,6,True,,1,1,1,1,1,1
v1_11,4,698076950,2.0,320000,1,haz_yellow,493,522,6,True,,1,1,1,1,1,1
v1_11,6,1985008449,2.0,320000,1,haz_yellow,493,1367,6,True,,1,1,1,1,1,1
v1_11,8,1124456300,2.0,320000,1,haz_yellow,493,1085,6,True,,1,1,1,1,1,1
v1_11,1,184773695,10.0,320000,1,haz_yellow,493,868,6,True,,1,1,1,1,1,1
v1_11,2,1852311825,10.0,320000,1,haz_yellow,493,523,6,True,,1,1,1,1,1,1
v1_11,3,1471705194,10.0,320000,1,haz_yellow,493,1378,6,True,,1,1,1,1,1,1
v1_11,5,611153045,10.0,320000,1,haz_unaff_2,1059,59651,1,False,precondition,1,0,0,0,0,0
v1_11,5,611153045,10.0,320000,1,haz_unaff_2,4144,59651,1,False,precondition,1,0,0,0,0,0
v1_11,5,611153045,10.0,320000,1,haz_unaff_2,24877,59651,1,False,precondition,1,0,0,0,0,0
v1_11,5,611153045,10.0,320000,1,haz_yellow,493,59641,6,True,,1,1,1,1,1,1
v1_11,8,1517477913,10.0,320000,1,haz_yellow,493,1511,6,True,,1,1,1,1,1,1
v1_11,9,1037532395,10.0,320000,1,haz_unaff_2,18842,18846,1,False,precondition,1,0,0,0,0,0
v1_11,9,1037532395,10.0,320000,1,haz_yellow,493,1057,6,True,,1,1,1,1,1,1
